156	"6,204"			
157	"6,270"			
158	"6,337"			
159	"6,403"			
160	"6,469"			
161	"6,536"			
162	"6,603"			
163	"6,669"			
164	"6,736"			
165	"6,803"			
166	"6,870"			
167	"6,937"			
168	"7,004"			
169	"7,071"			
170	"7,138"			
171	"7,206"			
172	"7,273"			
173	"7,340"			
174	"7,408"			
175	"7,475"			
176	"7,543"			
177	"7,610"			
178	"7,678"			
179	"7,746"			
180	"7,814"			
181	"7,881"			
182	"7,949"			
183	"8,017"			
184	"8,085"			
185	"8,153"			
186	"8,221"			
187	"8,289"			
188	"8,357"			
189	"8,425"			
190	"8,493"			
191	"8,562"			
192	"8,630"			
193	"8,698"			
194	"8,767"			
195	"8,835"			
196	"8,903"			
197	"8,972"			
198	"9,040"			
199	"9,109"			
200	"9,177"			
201	"9,246"			
202	"9,314"			
203	"9,383"			
204	"9,451"			
205	"9,520"			
206	"9,589"			
207	"9,657"			
208	"9,726"			
209	"9,795"			
210	"9,863"			
211	"9,932"			
212	"10,001"			
213	"10,070"			
214	"10,138"			
215	"10,207"			
216	"10,276"			
217	"10,345"			
218	"10,414"			
219	"10,483"			
220	"10,552"			
221	"10,621"			
222	"10,690"			
223	"10,759"			
224	"10,828"			
225	"10,897"			
226	"10,966"			
227	"11,035"			
228	"11,104"			
229	"11,173"			
230	"11,242"			
231	"11,311"			
232	"11,380"			
233	"11,449"			
234	"11,518"			
235	"11,587"			
236	"11,656"			
237	"11,725"			
238	"11,795"			
239	"11,864"			
240	"11,933"			
241	"12,002"			
242	"12,071"			
243	"12,140"			
244	"12,210"			
245	"12,279"			
246	"12,348"			
247	"12,417"			
248	"12,487"			
249	"12,556"			
250	"12,625"			
251	"12,694"			
252	"12,764"			
253	"12,833"			
254	"12,902"			
255	"12,971"			
256	"13,041"			
257	"13,110"			
258	"13,179"			
259	"13,249"			
260	"13,318"			
261	"13,387"			
262	"13,456"			
263	"13,526"			
264	"13,595"			
265	"13,664"			
266	"13,734"			
267	"13,803"			
268	"13,872"			
269	"13,942"			
270	"14,011"			
271	"14,081"			
272	"14,150"			
273	"14,219"			
274	"14,289"			
275	"14,358"			
276	"14,427"			
277	"14,497"			
278	"14,566"			
279	"14,636"			
280	"14,705"			
281	"14,774"			
282	"14,844"			
283	"14,913"			
284	"14,982"			
285	"15,052"			
286	"15,121"			
287	"15,191"			
288	"15,260"			
289	"15,329"			
290	"15,399"			
291	"15,468"			
292	"15,538"			
293	"15,607"			
294	"15,677"			
295	"15,746"			
296	"15,815"			
297	"15,885"			
298	"15,954"			
299	"16,024"			
300	"16,093"			
301	"16,163"			
302	"16,232"			
303	"16,301"			
304	"16,371"			
305	"16,440"			
306	"16,510"			
307	"16,579"			
308	"16,649"			
309	"16,718"			
310	"16,788"			
311	"16,857"			
312	"16,926"			
313	"16,996"			
314	"17,065"			
315	"17,135"			
316	"17,204"			
317	"17,274"			
318	"17,343"			
319	"17,413"			
320	"17,482"			
321	"17,552"			
322	"17,621"			
323	"17,691"			
324	"17,760"			
325	"17,829"			
326	"17,899"			
327	"17,968"			
328	"18,038"			
329	"18,107"			
330	"18,177"			
331	"18,246"			
332	"18,316"			
333	"18,385"			
334	"18,455"			
335	"18,524"			
336	"18,594"			
337	"18,663"			
338	"18,733"			
339	"18,802"			
340	"18,872"			
341	"18,941"			
342	"19,010"			
343	"19,080"			
344	"19,149"			
345	"19,219"			
346	"19,288"			
347	"19,358"			
348	"19,427"			
349	"19,497"			
350	"19,566"			
351	"19,636"			
352	"19,705"			
353	"19,775"			
354	"19,844"			
355	"19,914"			
356	"19,983"			
357	"20,053"			
358	"20,122"			
359	"20,192"			
360	"20,261"			
